[2024-10-03 17:02:53,534] INFO: generated new fontManager
[2024-10-11 13:18:34,961] DEBUG: created 10 offspring
[2024-10-11 13:18:34,961] DEBUG: evaluation using func at generation 0 and evaluation 10
[2024-10-11 13:46:19,969] DEBUG: generating initial population
[2024-10-11 13:46:19,973] DEBUG: evaluating initial population
[2024-10-11 13:47:54,756] DEBUG: generating initial population
[2024-10-11 13:47:54,758] DEBUG: evaluating initial population
[2024-10-11 13:48:24,910] DEBUG: generating initial population
[2024-10-11 13:48:24,911] DEBUG: evaluating initial population
[2024-10-11 13:48:42,703] DEBUG: generating initial population
[2024-10-11 13:48:42,704] DEBUG: evaluating initial population
[2024-10-11 13:51:40,534] DEBUG: generating initial population
[2024-10-11 13:51:40,535] DEBUG: evaluating initial population
[2024-10-11 13:57:19,795] DEBUG: generating initial population
[2024-10-11 13:57:19,796] DEBUG: evaluating initial population
[2024-10-11 14:06:45,580] DEBUG: generating initial population
[2024-10-11 14:06:45,581] DEBUG: evaluating initial population
[2024-10-11 14:08:43,059] DEBUG: generating initial population
[2024-10-11 14:08:43,060] DEBUG: evaluating initial population
[2024-10-11 14:16:39,756] DEBUG: population size is now 10
[2024-10-11 14:16:39,756] DEBUG: archiving initial population
[2024-10-11 14:16:39,756] DEBUG: archive size is now 0
[2024-10-11 14:16:39,756] DEBUG: population size is now 10
[2024-10-11 14:16:39,756] DEBUG: observation using stats_observer at generation 0 and evaluation 10
[2024-10-11 14:16:39,757] DEBUG: observation using file_observer at generation 0 and evaluation 10
[2024-10-11 14:16:39,758] DEBUG: termination test using generation_termination at generation 0 and evaluation 10
[2024-10-11 14:16:39,759] DEBUG: selection using tournament_selection at generation 0 and evaluation 10
[2024-10-11 14:16:39,759] DEBUG: selected 10 candidates
[2024-10-11 14:16:39,761] DEBUG: variation using uniform_crossover at generation 0 and evaluation 10
[2024-10-11 14:16:39,761] DEBUG: variation using nonuniform_bounds_mutation at generation 0 and evaluation 10
[2024-10-11 14:16:39,761] DEBUG: created 10 offspring
[2024-10-11 14:16:39,762] DEBUG: evaluation using func at generation 0 and evaluation 10
[2024-10-11 14:25:24,435] DEBUG: replacement using generational_replacement at generation 0 and evaluation 20
[2024-10-11 14:25:24,436] DEBUG: population size is now 10
[2024-10-11 14:25:24,436] DEBUG: migration using default_migration at generation 0 and evaluation 20
[2024-10-11 14:25:24,437] DEBUG: population size is now 10
[2024-10-11 14:25:24,437] DEBUG: archival using default_archiver at generation 0 and evaluation 20
[2024-10-11 14:25:24,437] DEBUG: archive size is now 0
[2024-10-11 14:25:24,438] DEBUG: population size is now 10
[2024-10-11 14:25:24,438] DEBUG: observation using stats_observer at generation 1 and evaluation 20
[2024-10-11 14:25:24,439] DEBUG: observation using file_observer at generation 1 and evaluation 20
[2024-10-11 14:25:24,440] DEBUG: termination test using generation_termination at generation 1 and evaluation 20
[2024-10-11 14:25:24,441] DEBUG: selection using tournament_selection at generation 1 and evaluation 20
[2024-10-11 14:25:24,441] DEBUG: selected 10 candidates
[2024-10-11 14:25:24,444] DEBUG: variation using uniform_crossover at generation 1 and evaluation 20
[2024-10-11 14:25:24,445] DEBUG: variation using nonuniform_bounds_mutation at generation 1 and evaluation 20
[2024-10-11 14:25:24,446] DEBUG: created 10 offspring
[2024-10-11 14:25:24,446] DEBUG: evaluation using func at generation 1 and evaluation 20
[2024-10-11 14:34:09,422] DEBUG: replacement using generational_replacement at generation 1 and evaluation 30
[2024-10-11 14:34:09,433] DEBUG: population size is now 10
[2024-10-11 14:34:09,434] DEBUG: migration using default_migration at generation 1 and evaluation 30
[2024-10-11 14:34:09,434] DEBUG: population size is now 10
[2024-10-11 14:34:09,434] DEBUG: archival using default_archiver at generation 1 and evaluation 30
[2024-10-11 14:34:09,434] DEBUG: archive size is now 0
[2024-10-11 14:34:09,434] DEBUG: population size is now 10
[2024-10-11 14:34:09,434] DEBUG: observation using stats_observer at generation 2 and evaluation 30
[2024-10-11 14:34:09,435] DEBUG: observation using file_observer at generation 2 and evaluation 30
[2024-10-11 14:34:09,440] DEBUG: termination test using generation_termination at generation 2 and evaluation 30
[2024-10-11 14:34:09,440] DEBUG: selection using tournament_selection at generation 2 and evaluation 30
[2024-10-11 14:34:09,440] DEBUG: selected 10 candidates
[2024-10-11 14:34:09,442] DEBUG: variation using uniform_crossover at generation 2 and evaluation 30
[2024-10-11 14:34:09,442] DEBUG: variation using nonuniform_bounds_mutation at generation 2 and evaluation 30
[2024-10-11 14:34:09,443] DEBUG: created 10 offspring
[2024-10-11 14:34:09,443] DEBUG: evaluation using func at generation 2 and evaluation 30
[2024-10-11 14:42:53,349] DEBUG: replacement using generational_replacement at generation 2 and evaluation 40
[2024-10-11 14:42:53,577] DEBUG: population size is now 10
[2024-10-11 14:42:53,578] DEBUG: migration using default_migration at generation 2 and evaluation 40
[2024-10-11 14:42:53,578] DEBUG: population size is now 10
[2024-10-11 14:42:53,579] DEBUG: archival using default_archiver at generation 2 and evaluation 40
[2024-10-11 14:42:53,579] DEBUG: archive size is now 0
[2024-10-11 14:42:53,579] DEBUG: population size is now 10
[2024-10-11 14:42:53,580] DEBUG: observation using stats_observer at generation 3 and evaluation 40
[2024-10-11 14:42:53,581] DEBUG: observation using file_observer at generation 3 and evaluation 40
[2024-10-11 14:42:53,585] DEBUG: termination test using generation_termination at generation 3 and evaluation 40
[2024-10-11 14:42:53,585] DEBUG: selection using tournament_selection at generation 3 and evaluation 40
[2024-10-11 14:42:53,586] DEBUG: selected 10 candidates
[2024-10-11 14:42:53,591] DEBUG: variation using uniform_crossover at generation 3 and evaluation 40
[2024-10-11 14:42:53,591] DEBUG: variation using nonuniform_bounds_mutation at generation 3 and evaluation 40
[2024-10-11 14:42:53,593] DEBUG: created 10 offspring
[2024-10-11 14:42:53,593] DEBUG: evaluation using func at generation 3 and evaluation 40
[2024-10-11 14:51:37,500] DEBUG: replacement using generational_replacement at generation 3 and evaluation 50
[2024-10-11 14:51:37,500] DEBUG: population size is now 10
[2024-10-11 14:51:37,500] DEBUG: migration using default_migration at generation 3 and evaluation 50
[2024-10-11 14:51:37,501] DEBUG: population size is now 10
[2024-10-11 14:51:37,501] DEBUG: archival using default_archiver at generation 3 and evaluation 50
[2024-10-11 14:51:37,501] DEBUG: archive size is now 0
[2024-10-11 14:51:37,501] DEBUG: population size is now 10
[2024-10-11 14:51:37,501] DEBUG: observation using stats_observer at generation 4 and evaluation 50
[2024-10-11 14:51:37,502] DEBUG: observation using file_observer at generation 4 and evaluation 50
[2024-10-11 14:51:37,503] DEBUG: termination test using generation_termination at generation 4 and evaluation 50
[2024-10-11 14:51:37,503] DEBUG: selection using tournament_selection at generation 4 and evaluation 50
[2024-10-11 14:51:37,503] DEBUG: selected 10 candidates
[2024-10-11 14:51:37,505] DEBUG: variation using uniform_crossover at generation 4 and evaluation 50
[2024-10-11 14:51:37,505] DEBUG: variation using nonuniform_bounds_mutation at generation 4 and evaluation 50
[2024-10-11 14:51:37,505] DEBUG: created 10 offspring
[2024-10-11 14:51:37,506] DEBUG: evaluation using func at generation 4 and evaluation 50
[2024-10-11 15:00:20,075] DEBUG: replacement using generational_replacement at generation 4 and evaluation 60
[2024-10-11 15:00:20,076] DEBUG: population size is now 10
[2024-10-11 15:00:20,076] DEBUG: migration using default_migration at generation 4 and evaluation 60
[2024-10-11 15:00:20,076] DEBUG: population size is now 10
[2024-10-11 15:00:20,076] DEBUG: archival using default_archiver at generation 4 and evaluation 60
[2024-10-11 15:00:20,076] DEBUG: archive size is now 0
[2024-10-11 15:00:20,076] DEBUG: population size is now 10
[2024-10-11 15:00:20,076] DEBUG: observation using stats_observer at generation 5 and evaluation 60
[2024-10-11 15:00:20,077] DEBUG: observation using file_observer at generation 5 and evaluation 60
[2024-10-11 15:00:20,078] DEBUG: termination test using generation_termination at generation 5 and evaluation 60
[2024-10-11 15:00:20,078] DEBUG: selection using tournament_selection at generation 5 and evaluation 60
[2024-10-11 15:00:20,079] DEBUG: selected 10 candidates
[2024-10-11 15:00:20,080] DEBUG: variation using uniform_crossover at generation 5 and evaluation 60
[2024-10-11 15:00:20,081] DEBUG: variation using nonuniform_bounds_mutation at generation 5 and evaluation 60
[2024-10-11 15:00:20,081] DEBUG: created 10 offspring
[2024-10-11 15:00:20,081] DEBUG: evaluation using func at generation 5 and evaluation 60
[2024-10-11 15:07:55,788] DEBUG: replacement using generational_replacement at generation 5 and evaluation 70
[2024-10-11 15:07:55,789] DEBUG: population size is now 10
[2024-10-11 15:07:55,789] DEBUG: migration using default_migration at generation 5 and evaluation 70
[2024-10-11 15:07:55,789] DEBUG: population size is now 10
[2024-10-11 15:07:55,789] DEBUG: archival using default_archiver at generation 5 and evaluation 70
[2024-10-11 15:07:55,789] DEBUG: archive size is now 0
[2024-10-11 15:07:55,789] DEBUG: population size is now 10
[2024-10-11 15:07:55,789] DEBUG: observation using stats_observer at generation 6 and evaluation 70
[2024-10-11 15:07:55,790] DEBUG: observation using file_observer at generation 6 and evaluation 70
[2024-10-11 15:07:55,873] DEBUG: termination test using generation_termination at generation 6 and evaluation 70
[2024-10-11 15:07:55,873] DEBUG: selection using tournament_selection at generation 6 and evaluation 70
[2024-10-11 15:07:55,874] DEBUG: selected 10 candidates
[2024-10-11 15:07:55,875] DEBUG: variation using uniform_crossover at generation 6 and evaluation 70
[2024-10-11 15:07:55,876] DEBUG: variation using nonuniform_bounds_mutation at generation 6 and evaluation 70
[2024-10-11 15:07:55,876] DEBUG: created 10 offspring
[2024-10-11 15:07:55,876] DEBUG: evaluation using func at generation 6 and evaluation 70
[2024-10-11 15:16:41,252] DEBUG: replacement using generational_replacement at generation 6 and evaluation 80
[2024-10-11 15:16:41,274] DEBUG: population size is now 10
[2024-10-11 15:16:41,274] DEBUG: migration using default_migration at generation 6 and evaluation 80
[2024-10-11 15:16:41,275] DEBUG: population size is now 10
[2024-10-11 15:16:41,275] DEBUG: archival using default_archiver at generation 6 and evaluation 80
[2024-10-11 15:16:41,275] DEBUG: archive size is now 0
[2024-10-11 15:16:41,276] DEBUG: population size is now 10
[2024-10-11 15:16:41,276] DEBUG: observation using stats_observer at generation 7 and evaluation 80
[2024-10-11 15:16:41,277] DEBUG: observation using file_observer at generation 7 and evaluation 80
[2024-10-11 15:16:41,279] DEBUG: termination test using generation_termination at generation 7 and evaluation 80
[2024-10-11 15:16:41,279] DEBUG: selection using tournament_selection at generation 7 and evaluation 80
[2024-10-11 15:16:41,280] DEBUG: selected 10 candidates
[2024-10-11 15:16:41,285] DEBUG: variation using uniform_crossover at generation 7 and evaluation 80
[2024-10-11 15:16:41,286] DEBUG: variation using nonuniform_bounds_mutation at generation 7 and evaluation 80
[2024-10-11 15:16:41,287] DEBUG: created 10 offspring
[2024-10-11 15:16:41,287] DEBUG: evaluation using func at generation 7 and evaluation 80
[2024-10-11 15:25:23,825] DEBUG: replacement using generational_replacement at generation 7 and evaluation 90
[2024-10-11 15:25:23,825] DEBUG: population size is now 10
[2024-10-11 15:25:23,825] DEBUG: migration using default_migration at generation 7 and evaluation 90
[2024-10-11 15:25:23,826] DEBUG: population size is now 10
[2024-10-11 15:25:23,826] DEBUG: archival using default_archiver at generation 7 and evaluation 90
[2024-10-11 15:25:23,826] DEBUG: archive size is now 0
[2024-10-11 15:25:23,826] DEBUG: population size is now 10
[2024-10-11 15:25:23,826] DEBUG: observation using stats_observer at generation 8 and evaluation 90
[2024-10-11 15:25:23,827] DEBUG: observation using file_observer at generation 8 and evaluation 90
[2024-10-11 15:25:23,828] DEBUG: termination test using generation_termination at generation 8 and evaluation 90
[2024-10-11 15:25:23,828] DEBUG: selection using tournament_selection at generation 8 and evaluation 90
[2024-10-11 15:25:23,828] DEBUG: selected 10 candidates
[2024-10-11 15:25:23,830] DEBUG: variation using uniform_crossover at generation 8 and evaluation 90
[2024-10-11 15:25:23,830] DEBUG: variation using nonuniform_bounds_mutation at generation 8 and evaluation 90
[2024-10-11 15:25:23,831] DEBUG: created 10 offspring
[2024-10-11 15:25:23,831] DEBUG: evaluation using func at generation 8 and evaluation 90
[2024-10-11 15:33:40,476] DEBUG: replacement using generational_replacement at generation 8 and evaluation 100
[2024-10-11 15:33:40,476] DEBUG: population size is now 10
[2024-10-11 15:33:40,476] DEBUG: migration using default_migration at generation 8 and evaluation 100
[2024-10-11 15:33:40,476] DEBUG: population size is now 10
[2024-10-11 15:33:40,477] DEBUG: archival using default_archiver at generation 8 and evaluation 100
[2024-10-11 15:33:40,477] DEBUG: archive size is now 0
[2024-10-11 15:33:40,477] DEBUG: population size is now 10
[2024-10-11 15:33:40,477] DEBUG: observation using stats_observer at generation 9 and evaluation 100
[2024-10-11 15:33:40,478] DEBUG: observation using file_observer at generation 9 and evaluation 100
[2024-10-11 15:33:40,478] DEBUG: termination test using generation_termination at generation 9 and evaluation 100
[2024-10-11 15:33:40,479] DEBUG: selection using tournament_selection at generation 9 and evaluation 100
[2024-10-11 15:33:40,479] DEBUG: selected 10 candidates
[2024-10-11 15:33:40,481] DEBUG: variation using uniform_crossover at generation 9 and evaluation 100
[2024-10-11 15:33:40,481] DEBUG: variation using nonuniform_bounds_mutation at generation 9 and evaluation 100
[2024-10-11 15:33:40,481] DEBUG: created 10 offspring
[2024-10-11 15:33:40,481] DEBUG: evaluation using func at generation 9 and evaluation 100
